City Name,Lat,Lon,Population
   Millbrook,32.5033,-86.3729,15413
   Carthage,37.1503,-94.3225,15421
   Mitchell,43.7295,-98.0336,15421
   Cleveland,33.7431,-90.729,15424
   Newton,41.6965,-93.0405,15428
   Herisau,47.3833,9.2833,15438
   Villa Union,23.2,-106.23,15443
   Kuala Lipis,4.184,102.042,15448
   Griffith,-34.29,146.04,15455
   Rio Bueno,-40.34,-72.96,15456
   Washington,40.7586,-74.9826,15457
   Pataskala,40.0109,-82.7159,15458
   Ripon,37.7415,-121.1305,15463
   Washougal,45.5812,-122.3433,15466
   Hereford,34.8232,-102.4001,15468
   Chainat,15.179,100.126,15469
   Bradley,41.1634,-87.8466,15471
   Aarau,47.39,8.034,15501
   Bellevue,44.4592,-87.9553,15524
   Monte Plata,18.807,-69.784,15532
   Satipo,-11.26,-74.69,15532
   Auburndale,28.0966,-81.8007,15540
   Pembroke,45.8503,-77.1166,15551
   Pimentel,-6.8296,-79.93,15552
   Anna,33.3475,-96.5512,15554
   Viana Do Castelo,41.6962,-8.8441,15555
   McMinnville,35.6859,-85.7817,15561
   Hueytown,33.4237,-87.0223,15561
   Humble,29.992,-95.2656,15561
   Portalegre,39.29,-7.423,15581
   Wilkinsburg,40.4442,-79.8733,15586
   Loncoche,-39.37,-72.63,15590
   At Bashy,41.1725,75.7968,15601
   Dedza,-14.3667,34.3333,15608
   La Grange,41.8072,-87.8741,15610
   Aberdeen,39.5146,-76.1731,15612
   Pacific Grove,36.6192,-121.9255,15624
   Pulaski,37.0531,-80.7624,15625
   Circleville,39.6062,-82.9335,15626
   Hernando,34.8496,-89.992,15631
   Villa Hayes,-25.09,-57.53,15643
   King City,36.2165,-121.133,15652
   Gornyak,50.9881,81.4877,15668
   Kodinskiy,58.6981,99.1777,15670
   Long Beach,30.3605,-89.1645,15677
   Santiago Tuxtla,18.4704,-95.3,15681
   Fillmore,34.3989,-118.9181,15692
   River Falls,44.8601,-92.622,15698
   Great Bend,38.3592,-98.8007,15712
   Lebanon,40.0318,-86.455,15713
   Asbury Park,40.2226,-74.0118,15722
   Clearlake,38.959,-122.6331,15737
   Elkton,39.6066,-75.8205,15744
   Hood River,45.7092,-121.526,15747
   Live Oak,29.5545,-98.3404,15749
   Shively,38.197,-85.8136,15751
   Coalinga,36.1432,-120.3268,15756
   Groves,29.9457,-93.9164,15758
   Gun Barrel City,32.3277,-96.1286,15762
   La Palma,33.8504,-118.0407,15774
   Yoro,15.06,-87.29,15774
   Lake Saint Louis,38.785,-90.7872,15777
   Bastrop,30.1112,-97.3159,15781
   Dunn,35.311,-78.6132,15798
   Overland,38.6967,-90.3689,15802
   Baruun Urt,46.7,113.2833,15805
   Camrose,53.0167,-112.8166,15808
   Cliza,-17.59,-65.93,15816
   Canton,32.5976,-90.0329,15847
   Derzhavinsk,51.1021,66.3075,15848
   Lake Wales,27.9192,-81.5969,15860
   Mount Vernon,38.3144,-88.9173,15861
   Nikel,69.4126,30.2188,15866
   Hermitage,41.231,-80.4412,15867
   North Arlington,40.7872,-74.1269,15868
   Aurora,41.3118,-81.345,15876
   Kaukauna,44.2777,-88.2645,15900
   Manassas Park,38.7717,-77.4448,15915
   Conyers,33.6645,-83.9967,15919
   Tavares,28.7927,-81.7365,15922
   Kirksville,40.1986,-92.5753,15927
   Bodaybo,57.965,114.329,15933
   Dyer,41.4977,-87.5088,15941
   Floral Park,40.7226,-73.7029,15951
   Rye,40.969,-73.6878,15980
   Fallon,39.4739,-118.778,15982
   Nieuw Nickerie,5.9504,-56.99,15992
   Grandville,42.9003,-85.7564,16002
   Houghton,47.1122,-88.5696,16010
   Taylor,30.5743,-97.4233,16019
   Ilave,-16.0796,-69.67,16033
   Miami,36.8877,-94.8718,16042
   Nikolayevsk,50.0161,45.4261,16044
   Gainesville,33.6391,-97.1488,16058
   Clemson,34.6841,-82.8124,16058
   Fonte Boa,-2.5138,-66.0916,16060
   San Gabriel,0.61,-77.84,16066
   Madison,40.7585,-74.417,16072
   Nyahanga,-2.3829,33.55,16092
   Seagoville,32.653,-96.5455,16093
   Otsego,45.266,-93.62,16094
   Donaldsonville,30.0954,-90.9925,16103
   Mountain Home,43.1328,-115.6965,16105
   Clarksdale,34.1971,-90.5729,16109
   Republic,37.145,-93.4448,16116
   Chickasha,35.041,-97.9472,16118
   Yelm,46.9398,-122.6261,16125
   Dispur,26.144,91.7666,16140
   Monroe,33.7997,-83.7155,16146
   Burley,42.5371,-113.7933,16160
   Compostela,21.2304,-104.9,16162
   New Port Richey,28.2468,-82.7169,16167
   Horqueta,-23.3396,-57.05,16171
   Huarmey,-10.0696,-78.16,16172
   Sparti,37.0737,22.4297,16187
   Lake Mary,28.7591,-81.336,16198
   Xaignabouri,19.2505,101.7501,16200
   Perry,32.4713,-83.7282,16200
   Frankfort,40.2799,-86.5181,16205
   Dixon,41.8436,-89.4786,16216
   Ham Lake,45.2545,-93.2039,16221
   Koulamoutou,-1.1329,12.4833,16222
   Hope Mills,34.9696,-78.9581,16227
   Harrison,40.7431,-74.1532,16231
   Prospect Heights,42.1039,-87.9267,16242
   Jasper,38.3936,-86.9405,16245
   Bridgeview,41.7402,-87.8067,16248
   Griffith,41.5279,-87.424,16252
   Terrell,32.7309,-96.2884,16252
   Riverdale,33.5645,-84.4098,16258
   Bemidji,47.4798,-94.8833,16271
   Laguna Woods,33.6099,-117.7299,16272
   Streetsboro,41.2396,-81.3456,16272
   San Martin,3.6904,-73.69,16273
   West Columbia,33.9948,-81.0878,16282
   Morton,40.6137,-89.4668,16287
   South River,40.4454,-74.3783,16295
   Port Jervis,41.3782,-74.6909,16299
   Gobabis,-22.455,18.963,16321
   Athens,35.4573,-84.6042,16328
   Butha-Buthe,-28.75,28.25,16330
   Fairview Park,41.4419,-81.853,16332
   Kupina,54.3592,77.2742,16333
   Mount Clemens,42.5977,-82.8821,16349
   Gawler,-34.6074,138.7264,16362
   Sabaneta,19.505,-71.345,16380
   Karema,-6.8162,30.4333,16385
   Collipulli,-37.96,-72.43,16392
   Dajabon,19.548,-71.705,16398
   Ntungamo,-0.8794,30.2642,16400
   Picayune,30.5289,-89.6788,16401
   Riviere-du-Loup,47.8333,-69.5333,16403
   McComb,31.2449,-90.4714,16413
   Santa Lucia,-34.47,-56.4,16438
   Solvang,34.5936,-120.1401,16438
   Lindsay,36.2079,-119.0902,16443
   Fort Thomas,39.0802,-84.4518,16445
   Opa-locka,25.8997,-80.2551,16457
   La Marque,29.369,-94.9957,16457
   Marsabit,2.33,37.98,16460
   Vienna,38.8996,-77.2597,16468
   Mulanje,-16.0333,35.5,16483
   Cuilapa,14.279,-90.298,16484
   Center Point,33.6447,-86.6851,16496
   Alma,43.38,-84.6556,16502
   Donna,26.1468,-98.0559,16518
   Lansdale,40.2417,-75.2812,16521
   Oconomowoc,43.0993,-88.4952,16526
   Washington,35.5587,-77.0546,16526
   Hazel Park,42.4619,-83.0977,16530
   Sunland Park,31.8187,-106.5932,16544
   Sikeston,36.8875,-89.587,16545
   Crescent City,41.7728,-124.1902,16558
   Kamenka,53.1947,44.0444,16560
   Westchester,41.8492,-87.8906,16563
   Akureyi,65.6666,-18.1,16563
   Bellinzona,46.197,9.02,16572
   Queenstown,-45.0227,168.7251,16600
   Lake Placid,27.2967,-81.3719,16610
   Coldwater,41.9428,-85.0016,16613
   Troutdale,45.5372,-122.3955,16617
   Portland,27.8858,-97.3201,16618
   Clayton,38.6443,-90.3301,16623
   Stuart,27.1962,-80.2438,16623
   Highland Village,33.0897,-97.0615,16624
   Mercedes,26.1533,-97.9128,16624
   Buffalo,45.1786,-93.8663,16643
   Lakeport,39.0392,-122.9218,16649
   Morris,41.3744,-88.43,16656
   Morganton,35.7407,-81.7002,16665
   Poronaysk,49.2416,143.085,16677
   Puerto Lopez,4.09,-72.96,16678
   Centralia,38.5222,-89.1233,16685
   Fairview Heights,38.5974,-90.0053,16686
   Mount Pleasant,33.1613,-94.9717,16715
   Kingsland,30.8193,-81.7219,16720
   Morombe,-21.7391,43.3657,16727
   Mossel Bay,-34.17,22.13,16743
   Florence,33.0631,-111.4272,16744
   Dallas,44.9221,-123.3136,16748
   Vero Beach,27.6463,-80.3929,16751
   Apodi,-5.65,-37.8,16757
   New Milford,40.9339,-74.0195,16759
   Zachary,30.6654,-91.1607,16760
   Blytheville,35.9326,-89.9053,16766
   Mikumi,-7.3996,36.98,16780
   Norcross,33.9379,-84.2065,16787
   Marib,15.421,45.334,16794
   Karratha,-20.7304,116.87,16796
   Saint John,41.4431,-87.469,16800
   Tolanaro,-25.0268,46.99,16818
   Mesquite,36.8035,-114.1325,16819
   Washington,40.7039,-89.4349,16851
   Bella Vista,-22.1296,-56.52,16852
   Artesia,33.8676,-118.0806,16874
   Cohoes,42.7732,-73.7077,16883
   Phoenixville,40.1358,-75.5201,16885
   Douglas,31.3602,-109.5394,16885
   Ngara,-2.4695,30.65,16890
   El Segundo,33.9169,-118.4021,16893
   Lemont,41.6697,-87.9831,16895
   Alton,26.2887,-98.3105,16895
   El Reno,35.543,-97.966,16902
   Zaghouan,36.4,10.147,16911
   Troy,31.8021,-85.9665,16918
   Carmelo,-33.9896,-58.3,16921
   Albemarle,35.36,-80.1921,16929
   Shorewood,41.518,-88.2149,16948
   Goodlettsville,36.3323,-86.7032,16950
   Brenham,30.1576,-96.3957,16951
   Wayne,42.2774,-83.3877,16954
   Bristol,36.618,-82.1607,16960
   Avon,39.7604,-86.3916,16960
   Lynden,48.9502,-122.4542,16966
   El Cayo,17.156,-89.061,16977
   Pinas,-3.67,-79.65,16981
   Ihosy,-22.3996,46.1167,16990
   Nevelsk,46.6803,141.8699,17000
   Ambriz,-7.855,13.125,17000
   Monte Cristi,19.867,-71.65,17001
   Vila Real,41.294,-7.737,17001
   Harnosand,62.634,17.934,17016
   Eden,36.5029,-79.7421,17019
   Plast,54.3685,60.8085,17050
   Dickson,36.0637,-87.3661,17066
   Streator,41.125,-88.8303,17067
   Batavia,42.9987,-78.1802,17067
   Makokou,0.5671,12.8666,17070
   South Ogden,41.1715,-111.9568,17094
   Katy,29.7911,-95.8268,17116
   Wadi Halfa,21.8,31.35,17121
   Bloemhof,-27.6496,25.59,17122
   Dutse,11.7992,9.3503,17129
   Pallasovka,50.0477,46.8773,17139
   La Vista,41.1816,-96.0665,17143
   Sartell,45.6187,-94.2202,17147
   Massapequa Park,40.6816,-73.4496,17202
   Imperial,32.8375,-115.5719,17203
   White Settlement,32.7554,-97.4605,17204
   Versailles,38.0488,-84.7312,17209
   Shippensburg,40.0485,-77.5227,17215
   East Cleveland,41.5318,-81.5795,17220
   Butner,36.1285,-78.7501,17224
   Kangaba,11.9404,-8.44,17232
   Sayre,41.9855,-76.5207,17252
   Ashwaubenon,44.4796,-88.089,17274
   Centerville,40.9284,-111.8848,17286
   Loikaw,19.665,97.206,17293
   Nederland,29.9707,-94.0015,17294
   Saint Michael,45.2014,-93.6919,17295
   Oneonta,42.4551,-75.0666,17296
   Crossville,35.9526,-85.0294,17335
   Lock Haven,41.1365,-77.4521,17336
   Mehtar Lam,34.65,70.1667,17345
   Bulgan,48.8106,103.5317,17348
   North Canton,40.8742,-81.3971,17365
   Eldorado,24.3305,-107.37,17365
   Eldorado,-26.2,-54.6,17365
   Broken Hill,-31.95,141.4331,17395
   Anoka,45.21,-93.3894,17400
   Palos Hills,41.6986,-87.8266,17410
   Berea,37.5903,-84.2897,17412
   Moraga,37.8438,-122.1225,17416
   North Aurora,41.8083,-88.3412,17426
   25 de Mayo,-37.8,-67.6833,17430
   Eloy,32.7464,-111.5994,17442
   Pendleton,45.6747,-118.8173,17445
   Same,-4.0696,37.72,17455
   Bugt,48.7838,121.9334,17457
   South Houston,29.6611,-95.2285,17463
   Lindenwold,39.8171,-74.9894,17470
   Radford,37.1229,-80.5583,17483
   Karokh,34.4868,62.5918,17484
   Boulsa,12.657,-0.569,17489
   Ilam,26.908,87.926,17491
   Fayetteville,33.4497,-84.4703,17519
   Maitland,28.6293,-81.3716,17519
   Albert Lea,43.6548,-93.3643,17522
   Tallmadge,41.1023,-81.4216,17534
   Pakwach,2.4704,31.48,17541
   Clive,41.6145,-93.7973,17546
   Lincoln,40.1507,-89.372,17552
   La Paz,14.32,-87.684,17555
   Greenfield,36.3232,-121.245,17557
   Eldama Ravine,0.0504,35.72,17581
   Tougan,13.069,-3.07,17590
   Forster-Tuncurry,-32.1931,152.5266,17591
   Zaysan,47.4752,84.8598,17600
   North Adams,42.6844,-73.1166,17603
   Safety Harbor,28.008,-82.6965,17606
   Peto,20.13,-88.92,17607
   Hinsdale,41.8005,-87.9273,17631
   Miahuatlan,16.33,-96.6,17632
   Bitam,2.0837,11.4834,17637
   Ocean Springs,30.4082,-88.7861,17652
   Dong Ha,16.85,107.1333,17662
   Anacortes,48.4878,-122.6291,17667
   Zongo,4.3303,18.615,17667
   Martinsburg,39.458,-77.9779,17687
   Sylacauga,33.1779,-86.2606,17696
   Ashburton,-43.8983,171.7486,17700
   Godfrey,38.9582,-90.2158,17733
   Dzuunmod,47.711,106.947,17738
   Springfield,36.4944,-86.8706,17747
   Takoma Park,38.981,-77.0028,17765
   Colonial Heights,37.265,-77.3969,17772
   Americus,32.0737,-84.2248,17775
   Obock,11.9734,43.2856,17776
   Easton,38.776,-76.0702,17781
   Silverthorne,39.6563,-106.0869,17792
   Tinton Falls,40.2708,-74.0949,17800
   Somerton,32.6009,-114.699,17800
   Tullahoma,35.372,-86.2173,17821
   Marion,37.717,-88.9274,17826
   Kukes,42.083,20.434,17832
   Cary,42.2128,-88.2491,17840
   Menasha,44.2129,-88.4272,17856
   Sycamore,41.9955,-88.6816,17867
   Lackawanna,42.8182,-78.8324,17868
   Sovetsk,57.5785,48.9581,17869
   Dumont,40.945,-73.9925,17871
   Anxi,40.5004,95.8,17886
   Edmundston,47.3794,-68.3333,17894
   Nguigmi,14.2532,13.1108,17897
   Gretna,29.91,-90.0516,17897
   Scarsdale,40.9902,-73.7773,17909
   Po,11.169,-1.135,17924
   Kuna,43.4849,-116.3993,17930
   Sunnyside,46.3159,-120.0058,17931
   Pampa,35.5479,-100.965,17931
   Kurtamysh,54.9087,64.4333,17936
   Altoona,41.6468,-93.4768,17938
   Port Alfred,-33.5995,26.88,17959
   Lenoir,35.9059,-81.5269,17973
   Kirsanov,52.6574,42.7174,17975
   Ada,34.7683,-96.6689,17981
   Huntington,40.8812,-85.5062,17982
   Newburyport,42.8124,-70.8879,17987
   Requena,-5.0696,-73.91,18000
   Santa Fe Springs,33.933,-118.0625,18027
   Mao,14.1194,15.3133,18031
   Keetmanshoop,-26.5739,18.13,18039
   Muramvya,-3.261,29.612,18041
   Menominee,44.8893,-91.9087,18063
   Saint Matthews,38.2495,-85.6382,18071
   Steubenville,40.3653,-80.652,18072
   Salem,40.9049,-80.8491,18078
   Abaza,52.669,90.0954,18094
   Cocoa,28.3821,-80.7675,18102
   Hopkins,44.9259,-93.4058,18105
   Crawfordsville,40.0433,-86.8966,18109
   Franklin Park,41.936,-87.8794,18110
   Beaver Dam,43.4687,-88.8312,18121
   Maumelle,34.8525,-92.3994,18122
   Hassi Messaoud,31.7023,6.0545,18124
   Eastlake,41.6581,-81.4323,18134
   Diego de Almagro,-26.3696,-70.05,18137
   Manchester,38.5831,-90.5064,18146
   Kiruna,67.85,20.2166,18154
   Middelburg,-31.5,25.01,18164
   Shenandoah,40.8167,-76.2004,18166
   Arcadia,27.2213,-81.8586,18184
   Durant,33.9957,-96.3938,18187
   Murray Bridge,-35.1296,139.26,18194
   Rancho Mirage,33.7625,-116.4273,18194
   Cudahy,42.9467,-87.8638,18200
   North Wilkesboro,36.1728,-81.1391,18217
   Traralgon,-38.1996,146.53,18226
   Kedougou,12.5604,-12.18,18226
   Kilgore,32.3979,-94.8603,18246
   Dover,40.8859,-74.5597,18252
   Trenton,42.1394,-83.193,18253
   Bua Yai,15.584,102.4186,18269
   Tindouf,27.6742,-8.1478,18270
   Lobos,-35.1849,-59.0947,18278
   Charata,-27.2163,-61.2,18297
   Madison,38.758,-85.397,18298
   Mchinji,-13.8,32.9,18305
   Central Point,42.3764,-122.911,18328
   Seminole,27.8429,-82.7835,18334
   Bensenville,41.9595,-87.9435,18355
   Hannibal,39.7097,-91.3936,18361
   Round Lake,42.3439,-88.1059,18375
   Prosper,33.2394,-96.8088,18379
   El Dorado,33.2182,-92.6641,18396
   Westbrook,43.6955,-70.3538,18402
   Monroe,47.8594,-121.9854,18408
   Stafford,29.6272,-95.5654,18422
   Kyakhta,50.3527,106.4527,18431
   Mattoon,39.4774,-88.3623,18438
   Lijiang,26.8,100.2666,18445
   Hyattsville,38.9612,-76.9548,18449
   Springboro,39.5612,-84.2348,18452
   Niles,41.1877,-80.7531,18458
   Nara,15.18,-7.28,18459
   Ingleside,27.8709,-97.2072,18461
   Luau,-10.7095,22.23,18465
   Gautier,30.4106,-88.6568,18471
   Bourbonnais,41.1831,-87.8781,18499
   Defiance,41.2806,-84.3663,18507
   North Liberty,41.744,-91.6107,18520
   Red Bluff,40.1734,-122.2414,18540
   Point Pleasant,40.0772,-74.0702,18545
   Hinche,19.143,-72.004,18590
   Bellaire,29.7039,-95.4622,18593
   Molde,62.7483,7.1833,18594
   Cholpon Ata,42.6513,77.0811,18595
   Cranbrook,49.5167,-115.7667,18610
   Creve Coeur,38.6621,-90.443,18612
   Vanino,49.0873,140.2425,18618
   Maitland,-32.721,151.555,18625
   Huanta,-12.9496,-74.25,18627
   Orodara,10.974,-4.908,18632
   Rutherford,40.8203,-74.1058,18635
   Highland,40.4274,-111.7956,18647
   San Jose,13.9397,-90.82,18655
   Kavalerovo,44.2702,135.0498,18657
   Westminster,39.5799,-77.0066,18671
   Forest Park,39.286,-84.5259,18671
   Mansa Konko,13.3773,-15.6786,18672
   Helena,33.2855,-86.8748,18673
   Brook Park,41.4036,-81.8219,18691
   Lezhe,41.788,19.654,18695
   Onalaska,43.888,-91.2075,18697
   Whakatane,-37.9574,176.9828,18700
   Beeville,28.4059,-97.7494,18714
   Mayfield Heights,41.5175,-81.4534,18731
   Iron Mountain,45.8275,-88.0605,18732
   Ansonia,41.3443,-73.0689,18732
   Whitehall,39.9682,-82.8833,18736
   Brookfield,41.8245,-87.847,18753
   Ceres,-15.3033,-49.6052,18759
   Marshfield,44.6633,-90.1731,18760
   Embi,48.8268,58.1442,18760
   Villamontes,-21.2496,-63.5,18761
   Rutland,43.6091,-72.9782,18765
   Fort St. John,56.25,-120.8333,18776
   Nueva Imperial,-38.74,-72.96,18777
   Ashtarak,40.3017,44.3592,18779
   North Ogden,41.3124,-111.9586,18791
   Punta Gorda,26.8933,-82.0524,18796
   Moultrie,31.1591,-83.7705,18799
   Slyudyanka,51.6538,103.6988,18809
   Erlanger,39.0109,-84.5863,18813
   Sonson,5.7166,-75.3166,18817
   Dzuunharaa,48.8666,106.4666,18830
   Shangdu,41.5494,113.5339,18831
   Yorkville,41.6551,-88.4509,18833
   Leland,34.2035,-78.0293,18843
   Kimbe,-5.55,150.143,18847
   Frankfort,41.4913,-87.8395,18857
   Berea,41.3696,-81.8642,18859
   Twinsburg,41.3221,-81.4451,18877
   Hun,29.1167,15.9333,18878
   Acatlan,18.2,-98.05,18879
   Paraguari,-25.62,-57.16,18881
   Bluffton,32.2129,-80.9316,18897
   Eyl,7.9833,49.8333,18904
   Grandview,46.2432,-119.9082,18909
   Sylvania,41.71,-83.7082,18909
   Palestine,31.7544,-95.6471,18914
   Contamana,-7.34,-75.02,18921
   Mubende,0.5904,31.37,18936
   Hawthorne,40.9579,-74.1582,18941
   Marinette,45.087,-87.6305,18947
   Bay City,28.9816,-95.9603,18953
   Ennis,32.3255,-96.6369,18956
   Viseu,-1.1965,-46.14,18958
   Balcarce,-37.8333,-58.25,18967
   South Burlington,44.4622,-73.2203,18971
   Brigham City,41.5034,-112.0454,18975
   Macomb,40.472,-90.6816,18977
   Shelton,47.2186,-123.1128,18981
   Deerfield,42.1655,-87.8515,19000
   Dandeldhura,29.3,80.6,19014
   Morristown,40.7966,-74.4772,19016
   Uvalde,29.2153,-99.7782,19026
   Son La,21.328,103.91,19054
   Cornelia,34.5164,-83.5308,19055
   Breaux Bridge,30.2829,-91.9044,19072
   Mumbwa,-14.9796,27.07,19086
   Tiffin,41.1167,-83.18,19090
   Canby,45.2653,-122.687,19092
   Matteson,41.5095,-87.7469,19097
   Lexington,35.8017,-80.2682,19105
   Bellwood,41.8829,-87.8762,19107
   Middleton,43.1059,-89.5073,19109
   Arlington,48.1698,-122.144,19112
   Zapala,-38.9,-70.0667,19152
   Alsip,41.6701,-87.7368,19158
   Carlisle,40.1999,-77.2042,19162
   Homewood,41.5591,-87.661,19175
   Fernley,39.5612,-119.1925,19195
   Polyarnyy,69.2052,33.4502,19200
   Hurricane,37.1497,-113.3526,19202
   Lumphat,13.507,106.981,19205
   Uzhur,55.3292,89.8207,19212
   Saco,43.539,-70.4624,19213
   Alamo,26.1795,-98.1183,19220
   Safford,32.8318,-109.7006,19228
   Yellowknife,62.442,-114.397,19234
   Laconia,43.5727,-71.4777,19241
   Kos,36.8937,27.2888,19244
   Mineola,40.7469,-73.6392,19245
   Altus,34.6566,-99.3051,19246
   Cullman,34.1791,-86.8402,19252
   Roebourne,-20.7829,117.1333,19260
   Bati,11.1837,40.0166,19260
   Tillaberi,14.212,1.4531,19262
   Horizon City,31.6799,-106.1903,19266
   Oum Hadjer,13.3004,19.6833,19271
   McKeesport,40.3419,-79.8439,19273
   Waukee,41.6002,-93.8702,19284
   Stillwater,45.0567,-92.8283,19292
   Pinole,37.9931,-122.2834,19293
   Sherwood,45.3598,-122.843,19294
   Mzimba,-11.9,33.6,19308
   Ayaviri,-14.8796,-70.6,19310
   McAlester,34.9262,-95.7698,19312
   Devonport,-41.1927,146.3311,19317
   Sheridan,44.7949,-106.9611,19335
   Central Falls,41.89,-71.3933,19347
   Mamaroneck,40.9469,-73.7316,19356
   Tchibanga,-2.857,11.027,19365
   Mount Airy,36.5084,-80.6156,19379
   Ivdel,60.6936,60.4133,19379
   Lai,9.395,16.305,19382
   Monmouth,44.8506,-123.2283,19387
   Lake Forest,42.238,-87.8596,19388
   Howard,44.5703,-88.0924,19410
   Orange,30.1146,-93.7637,19418
   Fairhope,30.5235,-87.8827,19421
   Suwanee,34.0506,-84.0687,19421
   Ozark,37.0362,-93.2155,19429
   Mobaye,4.32,21.18,19431
   Harstad,68.7879,16.5156,19433
   North Battleford,52.7666,-108.2833,19440
   Kayanza,-2.9,29.5667,19443
   Terrace,54.5,-128.5833,19443
   Pinecrest,25.665,-80.3042,19444
   Echuca,-36.1296,144.75,19457
   Swansboro,34.6958,-77.1357,19459
   Brainerd,46.3551,-94.1981,19459
   Sin-Ni,39.488,125.464,19463
   Faranah,10.0404,-10.75,19469
   Orinda,37.8808,-122.179,19470
   Puerto Escondido,15.8592,-97.0659,19488
   Angleton,29.1689,-95.4288,19491
   Bartow,27.8862,-81.8212,19499
   Montgomery,41.7237,-88.363,19523
   Lillehammer,61.1333,10.5,19542
   Bethany,35.5072,-97.6417,19543
   Culpeper,38.4705,-78.0002,19544
   Levin,-40.6124,175.2772,19550
   Front Royal,38.926,-78.1837,19557
   Lynbrook,40.6579,-73.6742,19567
   Danville,37.642,-84.7767,19567
   Papillion,41.1531,-96.045,19597
   Atasu,48.6903,71.6499,19616
   Allende,28.33,-100.85,19636
   Evergreen Park,41.7213,-87.7013,19637
   San Borja,-14.8196,-66.85,19640
   Makamba,-4.1333,29.8,19642
   Bikin,46.8203,134.2649,19659
   Tahlequah,35.9116,-94.9773,19682
   LaFollette,36.372,-84.1252,19684
   Albany,37.8898,-122.3018,19688
   Painesville,41.724,-81.2536,19691
   Canelones,-34.538,-56.284,19698
   Babanusa,11.3334,27.8,19700
   Durango,37.2744,-107.8702,19703
   Happy Valley,45.4383,-122.5142,19704
   Itigi,-5.6996,34.48,19711
   Columbia Heights,45.0484,-93.2473,19723
   Kavieng,-2.5813,150.813,19728
   Forest Park,33.6209,-84.3592,19731
   Baldwin,40.3691,-79.9668,19734
   Snellville,33.856,-84.0039,19738
   West Saint Paul,44.9019,-93.0857,19746
   Natchitoches,31.7317,-93.0978,19759
   Hermosa Beach,33.8654,-118.3966,19789
   Corning,42.147,-77.0561,19798
   Mpwapwa,-6.3496,36.48,19806
   Payson,40.0352,-111.7409,19810
   Tsetserleg,47.4769,101.4502,19812
   Rockport,28.0351,-97.0663,19819
   Sand Springs,36.1345,-96.1285,19822
   Secaucus,40.7809,-74.0662,19822
   General Guemes,-24.6666,-65.05,19828
   Camacupa,-12.0196,17.47,19828
   Glassboro,39.7014,-75.1119,19835
   Ben Gardane,33.1404,11.22,19843
   Kebili,33.69,8.971,19875
   Norwood,39.1604,-84.4534,19876
   Cyangugu,-2.4796,28.9,19900
   Dixon,38.4466,-121.825,19906
   Yeniseysk,58.4515,92.1565,19920
   West Mifflin,40.3581,-79.9072,19921
   West Chester,39.9601,-75.6058,19928
   Kampong Thum,12.712,104.889,19951
   Lake Zurich,42.1958,-88.0872,19967
   Miamisburg,39.6323,-84.2725,19968
   Burnie,-41.0666,145.9167,19972
   Kracheh,12.469,106.024,19975
   Tidjikdja,18.55,-11.4166,19981
   Muglad,11.0337,27.7333,19997
   Puerto Natales,-51.7183,-72.5117,20000
   Narvik,68.3832,17.29,20000
   Hakha,22.65,93.6167,20000
   Haiya,18.3362,36.3842,20000
   Zemio,5.0337,25.1333,20000
   Bryant,34.6144,-92.4903,20005
   Germantown,43.2343,-88.1217,20027
   Tukwila,47.4749,-122.2727,20033
   Oregon,41.6556,-83.4326,20040
   Murrysville,40.4456,-79.6555,20042
   Sing Buri,14.887,100.401,20046
   Esquel,-42.9,-71.3166,20048
   Pita,11.08,-12.401,20052
   Kasongo-Lunda,-6.4796,16.83,20060
   Rayevskiy,54.0674,54.9269,20060
   Zhosaly,45.4877,64.078,20065
   Pickerington,39.8889,-82.768,20069
   Dickinson,29.454,-95.0587,20074
   Clemmons,36.0318,-80.3861,20079
   Kwinana,-32.2394,115.7702,20086
   Ottawa,41.3528,-88.8319,20087
   Mokena,41.5324,-87.8779,20097
   Ferndale,42.4592,-83.1314,20099
   Battle Ground,45.7763,-122.5415,20110
   Parma Heights,41.3865,-81.7637,20123
   Cherepanovo,54.2336,83.3688,20125
   Abbeville,29.9751,-92.1265,20139
   Brockport,43.2136,-77.9405,20142
   Sesheke,-17.4695,24.3,20149
   Liberal,37.0466,-100.9291,20155
   Shafter,35.478,-119.1992,20183
   Willmar,45.1224,-95.0559,20189
   Musina,-22.34,30.03,20191
   The Dalles,45.6049,-121.1819,20197
   Masterton,-40.9439,175.6456,20200
   San Lorenzo,1.2704,-78.8601,20209
   Stephenville,32.2148,-98.2205,20213
   Salamanca,-31.7796,-70.98,20214
   South Saint Paul,44.8874,-93.0408,20217
   Lodwar,3.1304,35.57,20219
   Sligo,54.2671,-8.4833,20228
   Clayton,35.6591,-78.4477,20260
   Rocky River,41.4703,-81.8526,20264
   Sulphur,30.2304,-93.3556,20272
   Elmwood Park,40.9048,-74.1201,20295
   North Salt Lake,40.8439,-111.9188,20301
   Mill Creek,47.8631,-122.2037,20303
   Canas,10.43,-85.1,20306
   Viljandi,58.3639,25.59,20309
   Bonney Lake,47.1789,-122.1698,20310
   Somoto,13.476,-86.583,20316
   New Glasgow,45.5833,-62.6333,20322
   Sequim,48.0747,-123.0948,20330
   Chilecito,-29.1655,-67.5,20343
   Kill Devil Hills,36.0167,-75.6699,20345
   Ashland,40.8671,-82.3163,20352
   Vernal,40.4517,-109.5379,20356
   Universal City,29.5521,-98.3074,20359
   Escanaba,45.7478,-87.0905,20370
   Bururi,-3.9507,29.6166,20393
   DeBary,28.8815,-81.324,20394
